# width height
125 100
# block size
4
# initial color
0 0 0
# row column red green blue
1 34 55 68 101 
1 35 45 59 99 
1 36 51 65 99 
1 37 60 85 129 
1 38 46 67 111 
1 39 59 81 117 
1 40 62 88 131 
1 41 63 86 122 
1 42 106 123 128 
1 43 124 137 113 
1 44 109 123 120 
1 45 87 113 148 
1 46 43 70 126 
1 47 62 77 110 
1 48 72 93 130 
1 49 51 71 118 
1 50 66 79 107 
1 51 58 77 117 
1 52 51 78 126 
1 53 48 73 118 
1 54 67 84 117 
1 55 74 91 116 
1 56 79 97 117 
1 57 99 110 117 
1 58 88 101 114 
1 59 75 91 107 
1 60 73 85 104 
1 61 106 110 112 
1 62 95 111 133 
1 63 89 98 113 
1 64 70 87 112 
1 65 66 92 136 
1 66 55 85 140 
1 67 56 83 128 
1 68 61 82 114 
1 69 64 74 112 
1 70 64 76 115 
1 71 61 69 92 
1 72 54 68 107 
1 73 46 60 109 
1 74 51 60 90 
1 75 63 72 93 
1 76 68 76 96 
1 77 60 65 80 
1 78 61 67 84 
1 79 63 68 92 
1 80 57 67 110 
1 81 57 67 102 
1 82 63 71 90 
1 83 75 87 111 
1 84 69 83 119 
1 85 58 69 96 
1 86 51 61 87 
1 87 60 70 97 
1 88 59 76 101 
1 89 55 70 104 
1 90 50 62 94 
1 91 51 72 111 
1 92 58 88 125 
1 93 69 88 110 
1 94 65 78 101 
1 95 67 90 123 
1 96 68 86 115 
1 97 61 74 97 
1 98 56 69 95 
1 99 71 83 105 
1 100 78 90 111 
1 101 81 98 119 
1 102 84 105 123 
1 103 86 101 115 
1 104 94 109 122 
1 105 79 99 114 
1 106 78 96 115 
1 107 85 98 110 
1 108 76 94 108 
1 109 59 81 108 
1 110 54 71 99 
1 111 72 94 119 
1 112 69 96 126 
1 113 68 91 116 
1 114 69 84 106 
1 115 67 86 115 
1 116 64 90 122 
1 117 58 79 109 
1 118 69 87 108 
1 119 68 93 117 
1 120 52 66 95 
1 121 58 67 91 
1 122 63 70 89 
1 123 146 135 109 
1 124 141 127 95 
2 0 45 44 59 
2 1 31 35 64 
2 2 47 51 72 
2 3 49 56 79 
2 4 51 65 85 
2 5 43 61 89 
2 6 42 63 95 
2 7 32 53 91 
2 8 45 62 96 
2 9 84 98 120 
2 10 77 101 131 
2 11 95 115 120 
2 12 112 134 127 
2 13 105 126 126 
2 14 101 124 117 
2 15 101 118 106 
2 16 107 127 116 
2 17 105 125 134 
2 18 102 123 138 
2 19 62 70 95 
2 20 32 36 71 
2 21 42 52 86 
2 22 38 52 88 
2 23 33 50 84 
2 24 37 50 84 
2 25 36 52 90 
2 26 49 71 104 
2 27 72 102 126 
2 28 106 132 139 
2 29 103 128 139 
2 30 93 114 124 
2 31 71 94 109 
2 32 40 51 77 
2 33 45 60 93 
2 34 42 58 95 
2 35 42 61 98 
2 36 44 65 112 
2 37 51 75 124 
2 38 59 81 119 
2 39 52 75 126 
2 40 82 105 111 
2 41 98 118 103 
2 42 118 141 135 
2 43 118 141 131 
2 44 106 124 114 
2 45 114 136 122 
2 46 97 123 130 
2 47 60 92 136 
2 48 60 84 131 
2 49 60 83 124 
2 50 49 72 116 
2 51 49 74 119 
2 52 58 82 123 
2 53 58 82 113 
2 54 53 82 132 
2 55 49 73 115 
2 56 61 80 104 
2 57 98 114 120 
2 58 75 95 111 
2 59 68 87 112 
2 60 131 141 131 
2 61 125 135 132 
2 62 106 123 141 
2 63 70 94 123 
2 64 42 64 107 
2 65 52 71 104 
2 66 56 81 122 
2 67 61 90 133 
2 68 47 70 118 
2 69 42 62 112 
2 70 47 60 93 
2 71 52 63 101 
2 72 50 69 121 
2 73 54 68 121 
2 74 54 66 100 
2 75 47 62 107 
2 76 45 60 103 
2 77 59 71 107 
2 78 48 61 97 
2 79 47 61 97 
2 80 52 65 101 
2 81 52 69 105 
2 82 62 88 126 
2 83 55 90 130 
2 84 57 75 99 
2 85 45 57 81 
2 86 35 53 90 
2 87 48 70 110 
2 88 50 69 102 
2 89 38 49 72 
2 90 44 57 79 
2 91 56 89 123 
2 92 61 88 121 
2 93 51 67 97 
2 94 52 79 112 
2 95 52 82 122 
2 96 43 62 97 
2 97 34 52 88 
2 98 44 64 95 
2 99 51 70 98 
2 100 44 69 105 
2 101 56 81 112 
2 102 46 78 109 
2 103 68 83 102 
2 104 75 89 104 
2 105 37 67 101 
2 106 63 82 104 
2 107 71 92 112 
2 108 60 96 134 
2 109 63 100 132 
2 110 58 79 107 
2 111 64 84 111 
2 112 65 90 120 
2 113 59 89 113 
2 114 68 96 118 
2 115 66 84 113 
2 116 74 94 120 
2 117 67 87 111 
2 118 59 74 99 
2 119 53 68 95 
2 120 51 65 94 
2 121 55 71 99 
2 122 57 68 88 
2 123 149 140 112 
2 124 152 136 100 
3 0 52 58 72 
3 1 34 48 82 
3 2 34 41 79 
3 3 36 47 82 
3 4 40 58 85 
3 5 39 52 81 
3 6 42 60 90 
3 7 32 56 97 
3 8 47 69 106 
3 9 81 104 132 
3 10 95 115 139 
3 11 96 117 114 
3 12 108 125 90 
3 13 123 135 67 
3 14 129 140 66 
3 15 125 142 92 
3 16 117 138 110 
3 17 102 129 133 
3 18 87 111 132 
3 19 67 87 118 
3 20 52 59 89 
3 21 42 48 68 
3 22 32 41 62 
3 23 33 47 79 
3 24 35 51 88 
3 25 29 48 91 
3 26 56 77 109 
3 27 79 107 128 
3 28 101 115 106 
3 29 126 123 76 
3 30 105 125 121 
3 31 64 93 115 
3 32 48 63 90 
3 33 40 48 73 
3 34 39 50 75 
3 35 40 53 85 
3 36 44 59 95 
3 37 49 76 127 
3 38 56 82 127 
3 39 75 95 127 
3 40 112 131 110 
3 41 99 122 96 
3 42 116 139 123 
3 43 112 135 146 
3 44 106 127 126 
3 45 114 133 129 
3 46 108 127 120 
3 47 105 127 144 
3 48 83 108 154 
3 49 56 78 118 
3 50 59 72 95 
3 51 52 76 110 
3 52 47 66 100 
3 53 63 78 97 
3 54 77 98 123 
3 55 51 63 86 
3 56 74 90 106 
3 57 99 113 121 
3 58 73 92 119 
3 59 86 112 129 
3 60 79 92 119 
3 61 70 85 127 
3 62 64 88 137 
3 63 67 91 136 
3 64 61 79 110 
3 65 45 59 93 
3 66 51 69 109 
3 67 55 61 90 
3 68 50 75 119 
3 69 59 81 114 
3 70 55 72 109 
3 71 47 63 112 
3 72 45 66 130 
3 73 62 82 127 
3 74 60 73 105 
3 75 55 67 104 
3 76 67 84 121 
3 77 76 96 129 
3 78 57 71 112 
3 79 56 71 113 
3 80 61 81 113 
3 81 67 91 129 
3 82 68 92 126 
3 83 62 80 104 
3 84 57 72 96 
3 85 51 69 101 
3 86 50 72 112 
3 87 59 81 118 
3 88 57 73 101 
3 89 43 54 80 
3 90 63 78 108 
3 91 73 94 124 
3 92 51 71 103 
3 93 59 78 108 
3 94 62 86 121 
3 95 56 75 107 
3 96 51 69 99 
3 97 60 84 121 
3 98 48 70 105 
3 99 57 87 122 
3 100 61 93 123 
3 101 51 74 98 
3 102 60 79 97 
3 103 53 69 92 
3 104 51 80 112 
3 105 52 85 118 
3 106 40 64 90 
3 107 53 74 101 
3 108 55 81 114 
3 109 56 73 101 
3 110 68 82 107 
3 111 54 78 115 
3 112 68 97 135 
3 113 61 85 113 
3 114 56 73 91 
3 115 84 97 108 
3 116 79 93 111 
3 117 56 74 115 
3 118 59 78 106 
3 119 69 85 107 
3 120 53 71 101 
3 121 65 91 121 
3 122 67 89 113 
3 123 136 129 108 
3 124 153 136 97 
4 0 45 54 82 
4 1 28 47 93 
4 2 30 43 83 
4 3 40 55 89 
4 4 51 62 85 
4 5 38 49 81 
4 6 44 58 93 
4 7 42 63 98 
4 8 68 89 125 
4 9 84 106 132 
4 10 100 119 130 
4 11 112 132 101 
4 12 146 150 58 
4 13 167 162 72 
4 14 165 158 64 
4 15 140 144 55 
4 16 124 143 104 
4 17 102 125 123 
4 18 105 133 147 
4 19 90 115 144 
4 20 40 56 95 
4 21 53 63 97 
4 22 41 50 91 
4 23 30 46 99 
4 24 32 49 99 
4 25 45 61 99 
4 26 77 100 117 
4 27 90 125 145 
4 28 115 122 88 
4 29 158 112 0 
4 30 116 120 74 
4 31 72 116 142 
4 32 54 76 99 
4 33 46 61 89 
4 34 48 62 91 
4 35 47 56 74 
4 36 43 55 88 
4 37 44 71 125 
4 38 33 64 129 
4 39 56 73 113 
4 40 103 121 110 
4 41 109 135 123 
4 42 114 132 94 
4 43 141 136 31 
4 44 122 134 95 
4 45 104 128 129 
4 46 108 129 135 
4 47 110 128 151 
4 48 84 105 138 
4 49 60 80 115 
4 50 63 81 107 
4 51 58 75 89 
4 52 61 83 107 
4 53 58 81 118 
4 54 68 92 131 
4 55 59 85 118 
4 56 72 92 117 
4 57 60 73 91 
4 58 80 95 106 
4 59 89 102 118 
4 60 60 71 119 
4 61 50 78 135 
4 62 53 91 145 
4 63 72 103 142 
4 64 55 80 119 
4 65 49 80 133 
4 66 55 77 122 
4 67 73 81 108 
4 68 56 71 118 
4 69 37 55 118 
4 70 41 53 104 
4 71 41 62 124 
4 72 56 81 136 
4 73 72 92 125 
4 74 76 94 119 
4 75 86 103 112 
4 76 87 104 119 
4 77 75 94 106 
4 78 87 101 101 
4 79 68 82 113 
4 80 51 71 105 
4 81 57 78 112 
4 82 72 88 114 
4 83 77 92 117 
4 84 74 90 119 
4 85 56 75 113 
4 86 42 71 116 
4 87 72 92 120 
4 88 70 91 123 
4 89 50 72 105 
4 90 60 83 121 
4 91 56 77 107 
4 92 44 66 95 
4 93 51 70 99 
4 94 49 69 99 
4 95 67 84 108 
4 96 61 86 120 
4 97 58 77 108 
4 98 62 77 97 
4 99 68 90 112 
4 100 53 77 100 
4 101 59 85 109 
4 102 82 108 125 
4 103 55 83 109 
4 104 44 70 100 
4 105 43 65 91 
4 106 48 72 101 
4 107 55 81 108 
4 108 67 89 115 
4 109 85 111 121 
4 110 95 125 132 
4 111 76 113 132 
4 112 89 124 126 
4 113 107 126 113 
4 114 111 126 118 
4 115 104 118 111 
4 116 96 113 110 
4 117 55 86 137 
4 118 53 81 134 
4 119 72 94 115 
4 120 52 71 101 
4 121 51 67 95 
4 122 44 61 95 
4 123 123 120 109 
4 124 154 137 100 
5 0 52 53 70 
5 1 34 54 95 
5 2 29 53 99 
5 3 42 56 89 
5 4 45 56 82 
5 5 36 50 84 
5 6 40 55 87 
5 7 46 65 95 
5 8 55 77 111 
5 9 91 116 145 
5 10 99 125 134 
5 11 102 125 106 
5 12 153 155 60 
5 13 166 150 62 
5 14 149 131 42 
5 15 154 153 63 
5 16 122 138 108 
5 17 111 129 110 
5 18 83 107 120 
5 19 75 104 142 
5 20 35 52 103 
5 21 44 55 102 
5 22 32 54 107 
5 23 25 47 106 
5 24 30 41 82 
5 25 37 53 89 
5 26 75 94 113 
5 27 85 107 126 
5 28 100 128 138 
5 29 126 134 112 
5 30 113 137 133 
5 31 106 132 136 
5 32 63 83 101 
5 33 38 59 102 
5 34 42 56 91 
5 35 36 50 84 
5 36 41 59 96 
5 37 41 58 101 
5 38 44 56 106 
5 39 89 104 132 
5 40 123 143 130 
5 41 113 133 122 
5 42 106 122 100 
5 43 139 134 39 
5 44 123 133 92 
5 45 100 122 119 
5 46 102 124 127 
5 47 77 100 123 
5 48 73 85 101 
5 49 119 129 122 
5 50 116 133 122 
5 51 120 131 100 
5 52 111 124 95 
5 53 99 120 122 
5 54 74 105 144 
5 55 48 73 115 
5 56 55 78 120 
5 57 55 84 115 
5 58 55 80 109 
5 59 57 70 102 
5 60 45 70 107 
5 61 63 91 117 
5 62 79 103 131 
5 63 58 74 114 
5 64 48 70 122 
5 65 50 67 117 
5 66 50 62 114 
5 67 50 63 123 
5 68 38 59 129 
5 69 53 72 127 
5 70 55 79 134 
5 71 63 90 140 
5 72 76 98 129 
5 73 73 91 115 
5 74 75 97 128 
5 75 87 112 141 
5 76 71 88 108 
5 77 76 92 109 
5 78 86 109 130 
5 79 89 109 125 
5 80 69 85 113 
5 81 45 62 102 
5 82 63 82 116 
5 83 63 92 127 
5 84 51 79 119 
5 85 47 69 113 
5 86 56 84 120 
5 87 57 79 111 
5 88 39 55 100 
5 89 57 71 102 
5 90 61 77 118 
5 91 64 83 112 
5 92 48 68 95 
5 93 36 54 79 
5 94 38 59 88 
5 95 57 75 105 
5 96 55 76 108 
5 97 60 82 118 
5 98 51 65 88 
5 99 44 63 88 
5 100 49 73 101 
5 101 78 109 134 
5 102 72 103 124 
5 103 61 94 120 
5 104 51 83 121 
5 105 77 96 117 
5 106 70 97 128 
5 107 77 106 136 
5 108 86 120 137 
5 109 85 127 130 
5 110 113 148 131 
5 111 112 144 126 
5 112 107 131 106 
5 113 115 135 116 
5 114 125 143 123 
5 115 123 140 108 
5 116 115 133 109 
5 117 110 127 107 
5 118 79 103 125 
5 119 84 104 112 
5 120 74 91 105 
5 121 77 94 121 
5 122 67 83 108 
5 123 145 139 117 
5 124 151 136 100 
6 0 34 43 74 
6 1 28 45 85 
6 2 26 44 84 
6 3 40 56 92 
6 4 42 59 92 
6 5 27 45 83 
6 6 30 47 86 
6 7 26 49 97 
6 8 71 91 113 
6 9 84 118 147 
6 10 100 126 129 
6 11 116 133 97 
6 12 136 144 76 
6 13 164 157 68 
6 14 163 153 59 
6 15 141 144 54 
6 16 113 131 106 
6 17 120 132 113 
6 18 100 122 127 
6 19 52 84 116 
6 20 43 62 108 
6 21 46 61 101 
6 22 38 55 105 
6 23 29 46 112 
6 24 35 44 80 
6 25 39 57 89 
6 26 33 59 106 
6 27 56 80 110 
6 28 70 101 122 
6 29 78 109 132 
6 30 69 93 115 
6 31 64 81 97 
6 32 61 77 97 
6 33 52 72 109 
6 34 59 76 121 
6 35 50 61 110 
6 36 48 60 104 
6 37 57 66 101 
6 38 64 78 110 
6 39 95 115 135 
6 40 107 125 126 
6 41 106 126 119 
6 42 108 131 131 
6 43 108 129 136 
6 44 115 132 112 
6 45 100 118 105 
6 46 106 125 137 
6 47 80 109 146 
6 48 65 85 112 
6 49 135 145 129 
6 50 119 129 107 
6 51 125 130 90 
6 52 128 134 91 
6 53 121 131 89 
6 54 100 121 125 
6 55 53 80 125 
6 56 40 65 117 
6 57 60 81 115 
6 58 54 76 106 
6 59 54 80 118 
6 60 52 75 113 
6 61 79 90 114 
6 62 43 60 105 
6 63 38 44 85 
6 64 47 61 108 
6 65 43 54 118 
6 66 41 61 127 
6 67 45 64 110 
6 68 57 70 109 
6 69 53 62 111 
6 70 44 63 112 
6 71 83 105 135 
6 72 93 115 141 
6 73 99 123 136 
6 74 104 126 128 
6 75 105 122 125 
6 76 113 131 106 
6 77 107 129 136 
6 78 91 106 119 
6 79 80 93 106 
6 80 87 106 123 
6 81 62 78 116 
6 82 49 64 113 
6 83 47 79 119 
6 84 44 68 101 
6 85 51 65 100 
6 86 46 64 101 
6 87 26 40 87 
6 88 47 55 101 
6 89 78 89 123 
6 90 58 77 119 
6 91 47 72 116 
6 92 48 70 104 
6 93 34 49 73 
6 94 37 64 99 
6 95 38 75 114 
6 96 61 89 129 
6 97 58 81 111 
6 98 57 78 99 
6 99 39 59 86 
6 100 48 68 91 
6 101 66 90 115 
6 102 55 78 99 
6 103 49 86 126 
6 104 62 103 144 
6 105 74 105 130 
6 106 100 128 134 
6 107 120 149 142 
6 108 109 131 124 
6 109 125 147 121 
6 110 126 153 123 
6 111 131 151 118 
6 112 126 139 112 
6 113 133 151 131 
6 114 115 133 117 
6 115 111 126 107 
6 116 122 143 122 
6 117 120 137 113 
6 118 109 133 121 
6 119 83 104 118 
6 120 59 79 100 
6 121 75 101 126 
6 122 69 86 116 
6 123 139 135 119 
6 124 145 130 93 
7 0 39 46 76 
7 1 32 45 86 
7 2 31 40 75 
7 3 31 39 70 
7 4 41 53 85 
7 5 33 56 95 
7 6 34 55 93 
7 7 39 57 91 
7 8 68 85 104 
7 9 85 114 145 
7 10 93 117 130 
7 11 92 114 109 
7 12 128 146 126 
7 13 133 143 85 
7 14 138 148 90 
7 15 127 143 94 
7 16 120 140 116 
7 17 112 131 128 
7 18 118 144 155 
7 19 85 112 143 
7 20 41 55 114 
7 21 38 55 113 
7 22 42 58 107 
7 23 46 60 108 
7 24 53 61 87 
7 25 48 56 62 
7 26 35 58 99 
7 27 39 56 92 
7 28 42 59 88 
7 29 42 59 81 
7 30 34 46 77 
7 31 29 46 86 
7 32 30 47 87 
7 33 48 69 117 
7 34 57 77 123 
7 35 50 61 98 
7 36 49 53 89 
7 37 54 59 101 
7 38 61 71 120 
7 39 95 111 141 
7 40 103 119 141 
7 41 122 138 142 
7 42 119 135 131 
7 43 97 116 124 
7 44 105 123 128 
7 45 84 98 104 
7 46 94 118 139 
7 47 95 120 147 
7 48 57 83 118 
7 49 107 121 112 
7 50 125 127 84 
7 51 144 124 48 
7 52 126 128 74 
7 53 112 120 92 
7 54 105 125 119 
7 55 66 90 128 
7 56 53 79 126 
7 57 46 70 117 
7 58 53 73 120 
7 59 63 80 122 
7 60 58 69 105 
7 61 50 62 102 
7 62 37 47 97 
7 63 41 57 118 
7 64 48 64 111 
7 65 40 49 102 
7 66 57 67 112 
7 67 60 69 109 
7 68 46 55 111 
7 69 36 50 109 
7 70 45 64 114 
7 71 72 94 124 
7 72 104 127 123 
7 73 122 142 114 
7 74 116 131 92 
7 75 138 148 77 
7 76 128 145 121 
7 77 116 130 112 
7 78 121 137 101 
7 79 98 118 119 
7 80 86 105 123 
7 81 71 92 132 
7 82 60 76 113 
7 83 55 72 110 
7 84 52 75 112 
7 85 56 80 118 
7 86 42 63 103 
7 87 41 56 99 
7 88 47 62 102 
7 89 68 90 126 
7 90 50 69 106 
7 91 48 69 112 
7 92 39 59 85 
7 93 33 48 76 
7 94 43 70 103 
7 95 55 90 132 
7 96 48 77 118 
7 97 71 86 109 
7 98 49 67 100 
7 99 40 61 90 
7 100 43 64 93 
7 101 60 76 97 
7 102 76 93 102 
7 103 71 101 125 
7 104 69 103 133 
7 105 116 143 132 
7 106 133 161 141 
7 107 123 144 127 
7 108 135 152 118 
7 109 153 165 101 
7 110 148 159 109 
7 111 135 150 102 
7 112 149 161 117 
7 113 148 162 117 
7 114 127 141 103 
7 115 129 143 104 
7 116 138 151 109 
7 117 125 136 94 
7 118 118 136 109 
7 119 114 141 124 
7 120 86 107 114 
7 121 67 84 105 
7 122 83 92 107 
7 123 152 143 119 
7 124 144 130 94 
8 0 70 81 92 
8 1 38 50 88 
8 2 31 41 79 
8 3 34 42 75 
8 4 28 36 75 
8 5 33 44 82 
8 6 40 48 82 
8 7 60 65 90 
8 8 54 72 101 
8 9 69 89 123 
8 10 91 114 143 
8 11 100 124 141 
8 12 106 128 129 
8 13 111 133 120 
8 14 108 135 137 
8 15 112 137 128 
8 16 92 116 104 
8 17 90 114 122 
8 18 88 113 144 
8 19 69 83 124 
8 20 35 48 106 
8 21 40 55 111 
8 22 38 57 117 
8 23 38 62 122 
8 24 58 61 61 
8 25 41 40 35 
8 26 39 54 105 
8 27 44 59 109 
8 28 38 58 107 
8 29 39 58 104 
8 30 58 72 103 
8 31 59 77 117 
8 32 61 82 135 
8 33 62 84 138 
8 34 54 75 126 
8 35 51 65 109 
8 36 45 54 97 
8 37 43 55 109 
8 38 46 62 127 
8 39 77 92 134 
8 40 89 107 134 
8 41 85 101 135 
8 42 78 93 100 
8 43 101 113 102 
8 44 117 136 148 
8 45 99 118 135 
8 46 75 97 139 
8 47 67 86 121 
8 48 69 96 131 
8 49 104 122 116 
8 50 122 131 103 
8 51 136 140 87 
8 52 141 144 88 
8 53 136 144 107 
8 54 116 133 136 
8 55 75 95 121 
8 56 43 67 114 
8 57 44 63 107 
8 58 66 93 144 
8 59 64 92 148 
8 60 64 87 136 
8 61 54 74 131 
8 62 45 70 129 
8 63 47 63 103 
8 64 46 57 105 
8 65 47 60 115 
8 66 47 62 114 
8 67 40 54 113 
8 68 42 58 114 
8 69 33 55 116 
8 70 50 67 110 
8 71 80 106 133 
8 72 121 143 120 
8 73 126 141 81 
8 74 125 135 80 
8 75 146 152 70 
8 76 135 140 84 
8 77 130 135 77 
8 78 118 128 78 
8 79 106 131 118 
8 80 123 138 90 
8 81 84 101 115 
8 82 64 79 123 
8 83 45 62 110 
8 84 36 71 120 
8 85 58 90 129 
8 86 50 72 114 
8 87 30 51 92 
8 88 47 66 107 
8 89 55 65 93 
8 90 40 52 85 
8 91 34 59 94 
8 92 38 57 85 
8 93 33 50 77 
8 94 48 71 109 
8 95 54 89 135 
8 96 45 71 118 
8 97 41 70 129 
8 98 54 70 109 
8 99 41 61 88 
8 100 36 55 83 
8 101 60 88 98 
8 102 118 139 114 
8 103 119 142 124 
8 104 123 145 131 
8 105 118 148 131 
8 106 110 136 119 
8 107 126 151 129 
8 108 135 156 115 
8 109 148 160 107 
8 110 147 160 113 
8 111 150 162 109 
8 112 175 177 105 
8 113 171 174 104 
8 114 148 159 101 
8 115 144 157 117 
8 116 146 158 126 
8 117 139 147 104 
8 118 133 143 105 
8 119 117 134 105 
8 120 94 120 123 
8 121 105 127 120 
8 122 128 137 89 
8 123 169 159 121 
8 124 138 124 92 
9 0 48 59 83 
9 1 52 70 101 
9 2 47 66 98 
9 3 43 57 91 
9 4 50 59 91 
9 5 52 61 94 
9 6 59 72 112 
9 7 56 67 115 
9 8 41 60 111 
9 9 52 72 109 
9 10 89 106 128 
9 11 77 105 133 
9 12 100 129 154 
9 13 100 129 145 
9 14 78 110 135 
9 15 82 113 142 
9 16 64 88 111 
9 17 103 122 127 
9 18 70 85 124 
9 19 31 42 94 
9 20 45 55 106 
9 21 59 70 111 
9 22 30 63 122 
9 23 35 61 110 
9 24 50 43 30 
9 25 35 34 28 
9 26 42 56 99 
9 27 36 54 115 
9 28 35 56 111 
9 29 38 60 112 
9 30 38 58 106 
9 31 42 60 105 
9 32 41 58 103 
9 33 49 60 100 
9 34 50 65 108 
9 35 52 67 110 
9 36 47 56 105 
9 37 42 56 115 
9 38 51 67 117 
9 39 65 83 125 
9 40 58 77 121 
9 41 42 61 114 
9 42 42 65 116 
9 43 56 74 124 
9 44 73 84 122 
9 45 54 61 113 
9 46 61 68 114 
9 47 52 61 120 
9 48 63 81 124 
9 49 77 101 129 
9 50 111 126 121 
9 51 105 118 106 
9 52 95 109 105 
9 53 80 95 105 
9 54 66 82 110 
9 55 50 65 108 
9 56 40 59 115 
9 57 49 71 123 
9 58 64 92 143 
9 59 61 83 130 
9 60 52 69 117 
9 61 46 63 119 
9 62 56 70 115 
9 63 62 75 113 
9 64 63 83 138 
9 65 50 65 117 
9 66 51 57 101 
9 67 52 66 115 
9 68 42 60 106 
9 69 64 80 114 
9 70 91 109 126 
9 71 104 128 153 
9 72 106 129 131 
9 73 114 132 106 
9 74 139 149 81 
9 75 140 146 72 
9 76 151 145 45 
9 77 129 134 78 
9 78 124 135 78 
9 79 105 125 105 
9 80 97 115 109 
9 81 83 102 117 
9 82 50 77 132 
9 83 49 73 114 
9 84 56 83 118 
9 85 49 76 115 
9 86 35 53 95 
9 87 33 51 95 
9 88 46 68 111 
9 89 37 53 86 
9 90 36 45 69 
9 91 29 54 88 
9 92 36 56 89 
9 93 33 56 91 
9 94 61 90 135 
9 95 40 78 124 
9 96 44 67 115 
9 97 49 81 122 
9 98 47 74 114 
9 99 32 55 93 
9 100 77 103 111 
9 101 91 112 112 
9 102 114 129 114 
9 103 131 155 120 
9 104 123 151 127 
9 105 120 141 107 
9 106 111 131 100 
9 107 128 144 94 
9 108 160 168 95 
9 109 162 168 100 
9 110 166 170 94 
9 111 171 171 97 
9 112 174 175 103 
9 113 174 180 112 
9 114 170 177 109 
9 115 163 170 111 
9 116 134 151 120 
9 117 129 144 111 
9 118 145 157 112 
9 119 148 157 110 
9 120 108 126 115 
9 121 78 112 137 
9 122 107 130 118 
9 123 168 158 124 
9 124 137 122 88 
10 0 74 75 89 
10 1 47 65 104 
10 2 45 70 107 
10 3 45 65 101 
10 4 51 65 91 
10 5 51 63 98 
10 6 42 60 111 
10 7 42 60 113 
10 8 52 70 119 
10 9 86 101 133 
10 10 74 87 108 
10 11 55 76 111 
10 12 83 106 132 
10 13 70 97 123 
10 14 68 92 124 
10 15 101 122 140 
