Facility Id,Hospital Name,Indicator Name,Year,Infections observed,Infections predicted,Denominator,Indicator value,Indicator Lower confidence limit,Indicator Upper confidence limit,Indicator units,Comparison results,Location 1
0001,Albany Medical Center Hospital,SSI Colon,2011,21,15.48,335,6.7,4.16,10.27,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Hip,2011,2,4.05,302,0.6,0.07,2.06,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Overall Standardized Infection Ratio,2011,26,28.42,,0.91,0.6,1.34,,Not significantly different than NYS 2011 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neurosurgical ICU,2010,0,2.53,1203,0,0,2.49,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Overall Standardized Infection Ratio,2010,22,36.1,,0.61,0.38,0.92,,Significantly lower than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Pediatric ICU,2010,5,4.39,2122,2.4,0.77,5.5,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Surgical ICU,2010,4,7.61,5053,0.8,0.22,2.03,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG chest site,2010,9,9.88,372,2,0.92,3.83,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG donor site,2010,0,3.18,344,0,0,0.76,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Colon,2010,21,18.32,376,5.5,3.38,8.34,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Hip,2010,0,2.59,256,0,0,1.27,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Overall Standardized Infection Ratio,2010,30,33.97,,0.88,0.6,1.26,,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neonatal ICU Regional Perinatal Center,2010,6,9.15,5727,1.1,0.4,2.39,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Medical ICU,2010,5,5.72,2952,1.7,0.55,3.95,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Coronary ICU,2010,2,3.73,2210,0.9,0.11,3.27,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Cardiothoracic ICU,2010,0,2.97,2994,0,0,1,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CDI Hospital Onset,2010,91,,168962,5.39,4.34,6.61,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CDI Hospital Associated,2010,115,,168962,6.81,5.62,8.17,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CDI Community Onset,2010,37,,29917,0.12,0.09,0.17,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Medical ICU,2009,5,6.5,2821,1.8,0.58,4.14,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neurosurgical ICU,2009,0,2.44,1148,0,0,2.61,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neonatal ICU Regional Perinatal Center,2009,1,11.58,6155,0.17,0,0.97,# CLABSI per 1000 line days,Significantly lower than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Coronary ICU,2009,1,4.01,2163,0.5,0.01,2.58,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Cardiothoracic ICU,2009,4,3.55,2868,1.4,0.38,3.57,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Overall Standardized Infection Ratio,2009,16,41.45,,0.39,0.22,0.63,,Significantly lower than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Pediatric ICU,2009,0,4.58,2039,0,0,1.47,# CLABSI per 1000 line days,Significantly lower than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Surgical ICU,2009,5,8.79,4111,1.2,0.39,2.84,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG chest site,2009,7,8.7,367,1.8,0.73,3.75,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG donor site,2009,1,2.94,340,0.3,0.01,1.67,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Colon,2009,20,17.89,379,5.4,3.32,8.39,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Hip,2009,1,3.19,270,0.4,0.01,1.99,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Overall Standardized Infection Ratio,2009,29,32.72,,0.89,0.59,1.27,,Not significantly different than NYS 2009 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Overall Standardized Infection Ratio,2008,27,30.27,,0.89,0.59,1.3,,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Hip,2008,0,2.31,209,0,0,1.45,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI Colon,2008,22,15.56,360,6.3,3.93,9.49,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG donor site,2008,0,3.6,350,0,0,0.82,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,SSI CABG chest site,2008,5,8.8,398,1.2,0.4,2.86,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Surgical ICU,2008,11,12.36,4448,2.5,1.23,4.42,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neurosurgical ICU,2008,0,1.2,528,0,0,5.67,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Neonatal ICU Regional Perinatal Center,2008,5,13.62,5120,1.05,0.34,2.46,# CLABSI per 1000 line days,Significantly lower than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Medical ICU,2008,5,8.97,3321,1.5,0.49,3.51,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Coronary ICU,2008,1,4.75,2197,0.5,0.01,2.54,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Cardiothoracic ICU,2008,7,4.11,2882,2.4,0.98,5,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Pediatric ICU,2008,14,6.57,1972,7.1,3.88,11.91,# CLABSI per 1000 line days,Significantly higher than NYS 2008 average,"(42.653238, -73.773969)"
0001,Albany Medical Center Hospital,CLABSI Overall Standardized Infection Ratio,2008,43,51.58,,0.83,0.6,1.12,,Not significantly different than NYS 2008 average,"(42.653238, -73.773969)"
0004,Albany Memorial Hospital,SSI Overall Standardized Infection Ratio,2012,5,3.44,,1.45,0.47,3.39,,Not significantly different than NYS 2012 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.673537, -73.75017)"
0004,Albany Memorial Hospital,SSI Hip,2012,1,0.51,49,2.1,0.05,11.49,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,SSI Colon,2012,4,2.8,68,6.5,1.77,16.64,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2012,2,0.61,,3.27,0.4,11.81,,Not significantly different than NYS 2012 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2012,2,0.61,642,3.1,0.38,11.25,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CDI Hospital Onset,2012,6,,25549,2.35,0.86,5.11,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared due to change in lab test method,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CDI Hospital Associated,2012,9,,25549,3.52,1.61,6.69,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CDI Community Onset,2012,5,,4025,0.12,0.04,0.29,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,SSI Hip,2011,0,0.89,71,0,0,3.89,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.673537, -73.75017)"
0004,Albany Memorial Hospital,CDI Community Onset,2011,11,,4793,0.23,0.11,0.41,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.673537, -73.75017)"
